Lake Name,Site type,ID #,Date,Time,PW,W,TotalDepth(m),SecchiDepth,Depth(m),Epi/Hypo,WaterTemp(CelS),DO(% sat),DO(mg/l),pH,Con (mS/cm),MC ID,AC ID,Nutrient ID,Layer,AT (°C),Bar P (mbar),Alt (m),Max WS (m/h),Avg WS (m/h),Wind Direction,Chloro 1 Fluorosense,Chloro  2 Fluorosense,Phyco 1  Fluorosense,Phyco 2 Fluorosense,MC (ppb),NH3,Cl,SO4,NO2,NO3,SiO2,SRP,TP,TKN,TN,COND,SS,F,Notes,Quanta #,Weather Meter #,Fluorometer #,Aquafluor #,Van Dorn #,,
James,Open,17200JAM2,7/19/2017,9:10,S,S,19.8,6.4,0.0,,27.47,69.9,5.53,9.560,0.463,,,,,26.4,1020.3,92.3544,1.5,0.7,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,17207JAM2,7/26/2017,9:10,S,O,19.0,4.8,0.0,,26.38,59.7,4.81,9.640,0.450,,,,,21.9,1021.3,82.6008,1.2,0.8,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,17214JAM2,8/2/2017,9:30,S,S,19.2,3.8,0.0,,26.27,116.6,9.45,8.230,0.437,,,,,24.3,1017.9,110.6424,1.9,1.0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,17221JAM2,8/9/2017,9:20,S,S,19.2,6.0,0.0,,24.19,107.3,8.99,8.350,0.436,,,,,21.9,1024.0,60.96,0.8,0.0,E,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,21153JAM2,6/2/2021,9:06,S,S,17.4,10.8,0.0,,20.3,111.7,10.07,8.37,0.483,,,,,22.4,988.7,682,7.1,3.4,S,5,5,5,5,,,,,,,,,,,,,,,,1,2,1,1V,,,
James,open,21160JAM2,6/9/2021,9:12,R,S,18.7,11.9,0.0,,24.7,117.8,9.77,8.29,0.477,,,,,25.9,989,698,1.8,0.9,E,9,9,5,5,,,,,,,,,,,,,,,,,,,,,,
James,open,21167JAM2,6/16/2021,10:49,S,S,19.0,7.2,0.0,,24.9,110.4,9.1,8.550,0.481,,,,,22.7,990.8,629,6.3,4,E,4,4,9,9,,,,,,,,,,,,,,,,1,2,1,,1V,,
James,open,21174JAM2,6/23/2021,10:40,S,O,18.9,4.3,0.0,,23.5,105.2,8.9,8.340,0.465,,,,,20.2,991.2,617,15.2,10.8,S,15,15,24,24,,,,,,,,,,,,,,,"white caps, secci low?",,,,,,,
James,Open,21181JAM2,6/30/2021,11:13,R,O,18.9,4.1,0.0,,26.0,115.1,9.33,8.30,0.455,,,,,24.6,990,647,7.7,4.0,SW,20,20,16,16,,,,,,,,,,,,,,,,,,,,,,
James,open,21188JAM2,7/7/2021,11:19,S,S,19.7,5.3,0.0,,27.7,117.1,9.21,8.31,0.458,,,,,32,985.6,772,4.4,2.3,SW,14,14,11,11,,,,,,,,,,,,,,,,,,,,,,
James,open,21195JAM2,7/14/2021,10:40,R,S,19.7,5.1,0.0,,24.6,102.2,8.50,0.452,8.17,,,,,29.1,992.5,581,5.3,3.7,SW,18,18,18,18,,,,,,,,,,,,,,,,,,,,,,
James,Open,21202JAM2,7/21/2021,10:36,S,O,19.2,4.7,0.0,,26.0,121.3,9.84,0.443,8.30,,,,,22.1,990.9,614,0.0,0.0,NA,19,19,21,21,,,,,,,,,,,,,,,,1,2,1,,4V,,
James,Open,21209JAM2,7/28/2021,10:58,S,S,18.8,4.3,0.0,,28.1,123.0,9.56,0.448,8.35,,,,,30.7,988.7,698,4.9,3.5,NW,9,9,9,9,,,,,,,,,,,,,,,,1,1,2,,4V,,
James,Open,21216JAM2,8/4/2021,10:38,S,S,19.2,5.7,0.0,,26.3,105.8,8.53,0.455,8.22,,,,,26.1,991.6,602,0,0,NA,9,9,8,8,,,,,,,,,,,,,,,,1,1,2,,4V,,
James,Open,21223JAM2,8/11/2021,11:08,R,S,19.3,8.5,0.0,,26.4,94.2,7.58,0.452,8.09,,,,,28.0,984.8,803,7.5,4.1,SW,7,7,8,8,,,,,,,,,,,,,,,,1,1,2,,4V,,
James ,Open,18157JAM2,6/6/2018,9:30,O,S,19.0,6.3,0.0,,22.36,103.6,9.01,8.480,0.432,,,,,18.0,1016.0,416,7.6,5.7,SE,17,17,7,7,0.075,,,,,,,,,,,,,,,,,,,,,
James ,Open,18171JAM2,6/20/2018,9:30,R,O,19.0,5.2,0.0,,27.38,71.0,5.66,8.350,0.420,,,,,24.3,1011.0,556,3.7,0.9,SW,26,25,13,13,0.075,,,,,,,,,,,,,,,,,,,,,
James ,Open,18192JAM2,7/11/2018,9:30,S,S,19.1,3.9,0.0,,27.85,113.1,8.88,8.570,0.430,,,,,25.3,1021.1,276,4.1,3.3,SE,20,21,9,9,0.075,,,,,,,,,,,,,,"WRITTEN DOWN CONFUSING, SHOULD BE ENTERED CORRECTLY",,,,,,,
James ,Open,18199JAM2,7/18/2018,9:30,S,S,18.8,3.6,0.0,,27.18,96.0,7.65,8.620,0.445,,,,,22.7,1019.9,313,2.7,1.5,NE,20,20,12,12,0.075,,,,,,,,,,,,,,,,,,,1V,,
James ,Open,18213JAM2,8/1/2018,9:40,R,O,18.5,4.8,0.0,,24.01,94.3,7.96,8.100,0.449,,,,,24.1,1015.5,431,2.8,1.9,NW,15,15,10,10,0.075,,,,,,,,,,,,,,,,,,,,,
James ,Open,18220JAM2,8/8/2018,9:40,R,O,19.1,5.0,0.0,,27.06,108.7,8.66,8.220,0.439,,,,,24.4,1014.0,471,2.4,0.9,SW,17,17,18,18,0.075,,,,,,,,,,,,,,,,,,,,,
James ,Open,20155JAM2,6/3/2020,9:21,S,O,17.5,7.2,0.0,,22.1,111.8,9.75,8.580,0.429,,,,,26.8,1012.60,892,7.6,6.2,SW,14,14,3,3,0.075,,,,,,,,,,,,,,,2,2,1,,,,
James ,Open,20162JAM2,6/10/2020,9:07,O,O,18.0,8.2,0.0,,24.2,95.9,8.04,8.410,0.432,,,,,26.6,1004.90,1109,6.1,4.0,SW,7,7,22,22,0.075,,,,,,,,,,,,,,,1,2,1,,,,
James ,Open,20169JAM2,6/17/2020,8:41,S,S,17.9,9.3,0.0,,24.0,114.3,9.61,8.620,0.431,,,,,24.4,1026.50,524,2.7,0.8,E,9,9,7,7,0.075,,,,,,,,,,,,,,,1,2,1,,,,
James ,Open,20176JAM2,6/24/2020,9:02,S,S,20.4,7.3,0.0,,24.6,98.8,8.23,8.460,0.435,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,,,,
James ,Open,20183JAM2,7/1/2020,9:07,S,S,19.0,4.5,0.0,,27.3,124.4,9.84,8.650,0.427,,,,,27.4,1016.70,788,4.3,2.4,E,17,17,15,15,0.075,,,,,,,,,,,,,,,1,2,1,,,,
James ,Open,20190JAM2,7/8/2020,9:07,S,S,18.9,2.8,0.0,,30.3,123.2,9.25,8.650,0.429,,,,,31.8,1017.40,764,1.6,1.0,W,24,24,14,14,0.075,,,,,,,,,,,,,,,1,2,1,,,,
James ,Open,20197JAM2,7/15/2020,9:12,S,S,18.8,3.3,0.0,,27.5,100.20,7.86,8.530,0.436,,,,,28.0,987.00,683,1.9,1.4,SE,14,14,17,17,0.075,,,,,,,,,,,,,,,3,3,1,,,,
James ,Open,20204JAM2,7/22/2020,9:11,R,O,19.2,4.8,0.0,,26.8,100.1,8.00,8.660,0.430,,,,,23.0,1017.90,750,4.3,3.2,S,16,16,20,20,0.075,,,,,,,,,,,,,,,1,2,1,,,,
James ,Open,20211JAM2,7/29/2020,9:10,S,S,19.0,5.6,0.0,,27.7,98.1,7.72,8.640,0.433,,,,,25.6,1016.70,780,4.4,2.5,W,11,11,11,11,0.075,,,,,,,,,,,,,,,1,2,1,,,,
James ,Open,20218JAM2,8/5/2020,9:15,R,S,19.0,5.5,0.0,,24.5,96.5,8.05,8.750,0.432,,,,,21.5,1022.70,630,0.7,0.0,NW,24,24,14,14,0.075,,,,,,,,,,,,,,,1,2,1,,,,
James ,Open,20225JAM2,8/12/2020,9:30,S,S,18.2,8.1,0.0,,26.0,101.9,8.27,8.380,0.436,,,,,24.5,990.30,642,2.0,1.5,E,9,9,10,10,0.075,,,,,,,,,,,,,,,,,,,,,
James ,Open,18178JAM2,6/27/2018,10:50,R,O,18.9,7.7,0.0,,23.35,89.7,7.62,8.500,0.453,,,,,23.8,1008.5,621,6.2,2.2,W,13,13,7,7,0.177,,,,,,,,,,,,,,,,,,,,,
James ,Open,18164JAM2,6/13/2018,9:30,R,O,19.1,5.1,0.0,,23.11,100.4,8.59,8.400,0.419,,,,,24.3,1012.6,508,2.8,1.2,E,24,23,8,8,0.201,,,,,,,,,,,,,,,,,,,,,
James ,Open,18206JAM2,7/25/2018,9:30,R,S,19.2,4.5,0.0,,25.26,102.5,8.41,9.130,0.444,,,,,25.8,1016.8,414,3.4,2.4,NW,13,13,14,14,,,,,,,,,,,,,,,NEED TO RECALIBRATE PH,,,,,,,
James ,Open,19156JAM2,6/5/2019,9:22,O,O,19.2,8.0,0.0,,22.00,101.2,8.83,8.370,0.456,,,,,,23.1,1008.30,1012,6.9,1.8,SW,8,8,4,,,,,,,,,,,,,,,,Pro1,,,,,,
James ,Open,19163JAM2,6/12/2019,9:20,S,S,19.3,7.5,0.0,,22.20,109.4,9.51,8.450,0.455,,,,,,20.4,1018.00,748,4.2,2.0,SW,7,7,6,,,,,,,,,,,,,,,,1,2,,,,,
James ,Open,19170JAM2,6/19/2019,9:05,O,S,19.1,7.9,0.0,,22.80,138.9,11.92,8.650,0.449,,,,,,22.7,1010.30,958,8.0,2.8,SE,9,9,9,,,,,,,,,,,,,,,,2,2,,,,,
James ,Open,19177JAM2,6/26/2019,8:53,S,S,18.6,4.2,0.0,,23.50,115.8,9.84,8.580,0.441,,,,,,24.3,1020.40,686,2.9,2.0,SW,7,7,17,,,,,,,,,,,,,,,,,,,,,,
James ,Open,19191JAM2,7/10/2019,8:40,S,S,19.2,3.0,0.0,,27.6,110.6,8.71,8.350,0.452,,,,,,26.4,1017.2,767,2.3,1.6,SW,18,18,22,,,,,,,,,,,,,,,,Pro1,2,1,,,,
James ,Open,19198JAM2,7/17/2019,9:15,O,O,19.2,4.0,0.0,,28.2,103.7,8.09,8.480,0.451,,,,,,26.3,1014.8,835,0.8,0.0,NW,19,19,19,,,,,,,,,,,,,,,,Pro1,2,1,,,,
James ,Open,19205JAM2,7/24/2019,9:00,S,S,19.1,3.4,0.0,,26.0,100.7,8.17,8.570,0.449,,,,,,25.0,1023.2,609,1.8,0.6,NE,14,14,18,,,,,,,,,,,,,,,,Pro1,1V,1C 1P,,,,
James ,Open,19212JAM2,7/31/2019,8:55,S,S,18.4,6.1,0.0,,25.80,101.3,8.24,8.260,0.446,,,,,,19.9,1022.20,637,1.3,0.6,NW,14,14,17,,,,,,,,,,,,,,,,Pro1,2,1,,,,
James ,Open,19219JAM2,8/7/2019,9:30,R,S,19.0,4.3,0.0,,26.8,105.1,8.40,8.280,0.447,,,,,,22.9,1013.5,873,4.4,0.0,SW,8,8,11,,,,,,,,,,,,,,,,Pro1,2,1C1P,,,,
Oswego,Open,18157OSW2,6/6/2018,10:40,O,S,11.1,7.4,0.0,,22.67,108.6,9.43,8.470,0.416,,,,,19.8,1016.4,408,4.3,2.4,E,8,8,2,2,0.075,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,18164OSW2,6/13/2018,11:15,R,O,10.0,5.7,0.0,,23.73,96.7,8.29,8.410,0.409,,,,,26.9,1013.5,481,7.0,4.1,E,6,6,2,2,0.075,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,18171OSW2,6/20/2018,11:00,R,O,11.0,4.0,0.0,,27.08,56.0,4.45,8.310,0.402,,,,,24.4,1011.3,546,4.0,1.7,NW,19,19,9,9,0.075,,,,,,,,,,,,,,"DO READINGS MAY BE INCORRECT, AIR BUBBLE IN PROBE ",,,,,,,
Oswego,Open,18192OSW2,7/11/2018,11:40,S,S,11.0,4.5,0.0,,28.36,125.4,9.71,10.310,0.391,,,,,31.1,1021.5,263,5.7,3.8,ENE,8,8,3,3,0.075,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,18199OSW2,7/18/2018,11:00,S,S,11.1,7.2,0.0,,27.84,132.3,10.37,8.830,0.388,,,,,31.4,1019.8,320,1.2,1.1,NE,7,7,2,2,0.075,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,18213OSW2,8/1/2018,11:10,R,S,10.8,8.3,0.0,,24.11,87.3,7.37,7.980,0.407,,,,,26.7,1015.9,426,4.2,3.5,NW,6,6,2,2,0.075,,,,,,,,,,,,,,,,,,,2V,,
Oswego,Open,18220OSW2,8/8/2018,11:30,R,S,11.1,6.3,0.0,,27.67,100.5,7.87,8.110,0.409,,,,,29.0,1014.0,473,2.2,1.4,SW,11,11,5,5,0.075,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,20155OSW2,6/3/2020,11:30,S,O,10.5,9.2,0.0,,21.7,120.4,10.58,8.980,0.431,,,,,26.0,1013.60,873,8.7,4.2,SW,9,9,3,3,0.075,,,,,,,,,,,,,,"Van Dorn not closing properly-unable to get bottom sample nutrients. MC, AC, + Epi all taken at surface.",2,1,1,,,,
Oswego,Open,20162OSW2,6/10/2020,10:02,O,O,11.3,7.9,0.0,,24.9,110.9,9.17,8.520,0.422,,,,,29.4,1004.00,1132,8.0,2.4,SE,6,6,3,3,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Oswego,Open,20169OSW2,6/17/2020,10:00,S,S,11.3,9.1,0.0,,24.2,128.6,10.80,8.660,0.415,,,,,26.5,1026.30,524,2.6,1.3,E,6,6,4,4,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Oswego,Open,20176OSW2,6/24/2020,10:12,S,S,11.3,10.3,0.0,,24.8,107.0,8.82,8.470,0.409,,,,,21.4,1013.90,861,3.5,1.8,SW,6,6,7,7,0.075,,,,,,,,,,,,,,,3,2,1,,,,
Oswego,Open,20183OSW2,7/1/2020,10:10,S,S,11.2,7.6,0.0,,27.8,100.5,7.88,8.380,0.415,,,,,28.6,1015.90,795,3.9,2.4,E,11,11,7,7,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Oswego,Open,20190OSW2,7/8/2020,10:08,S,S,11.3,5.2,0.0,,30.9,123.4,9.15,8.460,0.409,,,,,34.9,1017.50,769,2.6,1.0,E,11,11,7,7,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Oswego,Open,20197OSW2,7/15/2020,10:11,S,S,10.9,5.0,0.0,,28.1,130.40,10.19,8.530,0.402,,,,,28.7,988.00,709,2.3,1.8,S,14,14,8,8,0.075,,,,,,,,,,,,,,,3,3,1,,,,
Oswego,Open,20204OSW2,7/22/2020,10:10,R,O,11.1,6.6,0.0,,27.0,109.8,8.74,8.600,0.396,,,,,22.5,1017.90,756,11.0,4.0,SE,14,14,11,11,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Oswego,Open,20211OSW2,7/29/2020,10:05,S,S,11.1,7.4,0.0,,28.1,116.2,9.08,8.670,0.391,,,,,26.2,1017.00,787,12.9,9.4,W,4,4,6,6,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Oswego,Open,20218OSW2,8/5/2020,10:23,R,S,11.1,10.2,0.0,,24.6,106.8,8.89,8.660,0.386,,,,,22.6,1022.90,619,0.8,0.0,NW,4,4,7,7,0.075,,,,,,,,,,,,,,,1,2,1,,,,
Oswego,Open,20225OSW2,8/12/2020,10:45,S,S,11.0,13.8,0.0,,26.5,115.5,9.27,8.410,0.384,,,,,27.9,990.00,647,5.6,5.2,E,6,6,4,4,0.075,,,,,,,,,,,,,,,3,3,1,,,,
Oswego,Open,18178OSW2,6/27/2018,9:30,R,R,11.1,6.5,0.0,,23.55,105.1,8.91,8.590,0.422,,,,,21.8,1008.9,613,3.8,2.0,SW,12,12,7,7,0.216,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,10228OSW2,8/16/2010,11:10,C/S,C/S,9.8,8.4,0.0,,28.30,107.50,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,10266OSW2,9/23/2010,13:38,"R, O",C/S,,6.4,0.0,,22.50,118.50,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,11140OSW2,5/20/2011,16:37,O,C/S,11.3,,0.0,,21.10,117.90,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/7/21 AD: SD readings omitted due to inconsistent units that couldn't be determined after the fact.,,,,,,,
Oswego,Open,11165OSW2,6/14/2011,15:15,C/S,C/S,11,4.9,0.0,,25.10,116.40,9.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,11194OSW2,7/13/2011,11:00,C/S,C/S,12,3.7,0.0,,28.20,122.00,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,11229OSW2,8/17/2011,14:15,C/S,C/S,11.0,4.7,0.0,,27.00,123.70,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,11256OSW2,9/13/2011,,C/S,C/S,11.0,9.8,0.0,,22.90,117.30,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missing time, but taken in the afternoon",,,,,,,
Oswego,Open,12143OSW2,5/22/2012,12:30,S,C/S,11.0,5.2,0.0,,22.10,127.40,11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,12158OSW2,6/6/2012,10:15,C/S,C/S,11.0,9.7,0.0,,20.80,105.80,9.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,12171OSW2,6/19/2012,13:15,C/S,C/S,10.0,4.8,0.0,,26.70,110.90,8.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,12185OSW2,7/3/2012,9:30,C/S,C/S,11.0,3.4,0.0,,28.60,110.70,8.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,12199OSW2,7/17/2012,9:15,C/S,C/S,12.0,5.2,0.0,,29.10,110.00,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,12212OSW2,7/30/2012,17:30,C/S,C/S,11.0,3.9,0.0,,29.00,120.50,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,12220OSW2,8/7/2012,8:45,R,C/S,11.0,5.6,0.0,,27.60,107.20,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,12244OSW2,8/31/2012,11:20,C/S,C/S,11.0,8.1,0.0,,25.90,120.50,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,12255OSW2,9/11/2012,10:50,C/S,C/S,12.0,7.1,0.0,,23.30,81.20,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,13134OSW2,5/14/2013,12:35,C/S,C/S,11.0,7.2,0.0,,16.05,98.00,9.46,9.370,0.493,,,,,24.4,949.2,287,17.7,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,13148OSW2,5/28/2013,12:00,ST,O,11.3,6.3,0.0,,18.71,101.90,9.30,8.390,0.464,,,,,23.4,980.8,258.3,16.8,11.2,,,,,,,,,,,,,,,,,,,,"Circulator clogged frequently, so meter was moved up and down to ensure flow.",,,,,,,
Oswego,Open,13162OSW2,6/11/2013,11:30,R,C/S,11.3,3.3,0.0,,23.76,115.30,9.40,8.510,0.450,,,,,27.7,984.4,258.3,9.7,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,13176OSW2,6/25/2013,10:30,ST,O,11.2,2.7,0.0,,26.07,108.90,8.52,8.600,0.440,,,,,24.9,984.8,258.3,3.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,13190OSW2,7/9/2013,11:19,R,C/S,11.1,4.3,0.0,,26.25,103.70,8.18,8.280,0.449,,,,,30.7,986.2,258.3,6.3,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,13204OSW2,7/23/2013,11:15,R,C/S,12.8,3.9,0.0,,28.67,99.90,7.55,8.560,0.426,,,,,27.4,978.5,258.3,6.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,13218OSW2,8/6/2013,11:28,R,O,11.3,4.6,0.0,,23.28,107.00,8.82,8.410,0.435,,,,,24.5,982.5,258.3,3.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,13227OSW2,8/15/2013,11:20,R,C/S,11.1,6.9,0.0,,25.08,101.50,8.08,8.420,0.424,,,,,18.9,985.9,258.3,12.6,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,13246OSW2,9/3/2013,10:00,C/S,C/S,10.8,6.4,0.0,,25.54,89.70,7.11,8.240,0.425,,,,,18.8,986.4,258.3,6.2,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,14176OSW2,6/25/2014,14:00,S,S,,4.7,0.0,,27.67,123.50,9.39,8.410,0.387,,,,,38.2,983.4,,6.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,14202OSW2,7/21/2014,10:45,C/S,C/S,10.0,4.7,0.0,,25.71,117.10,9.32,8.540,,,,,,28.7,986.7,,4.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,14240OSW2,8/28/2014,15:00,C/S,C/S,10.0,11.7,0.0,,26.53,107.00,8.67,8.930,0.368,,,,,26.4,986.2,,5.3,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15147OSW2,5/27/2015,11:25,O,R,11.0,11.5,0.0,,20.77,107.10,10.04,8.350,0.470,,,,,20.8,986.9,266.0,8.0,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15155OSW2,6/4/2015,11:35,O,O,11.0,13.3,0.0,,22.00,111.20,9.77,6.880,0.462,,,,,26.3,989.9,241.0,2.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15161OSW2,6/10/2015,11:34,S,O,11.1,12.5,0.0,,22.15,101.20,8.93,6.780,0.463,,,,,23.4,980.0,325.0,8.6,5.3,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15168OSW2,6/17/2015,11:05,O,R,11.3,14.0,0.0,,24.55,92.20,7.82,6.730,0.460,,,,,22.1,988.4,253.0,0.8,0.0,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15175OSW2,6/24/2015,11:05,S,O,11.2,11.6,0.0,,24.80,102.20,8.47,8.490,0.463,,,,,28.1,993.3,212.0,0.0,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15182OSW2,7/1/2015,12:30,O,S,10.6,9.4,0.0,,22.96,98.50,8.50,8.610,0.462,,,,,25.4,986.3,271.0,7.0,6.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15189OSW2,7/8/2015,10:55,O,C/S,10.9,6.9,0.0,,23.36,101.90,8.70,8.770,0.464,,,,,22.3,989.6,242.0,4.6,1.3,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15203OSW2,7/22/2015,11:40,S,S,10.2,6.4,0.0,,26.05,117.30,9.50,8.600,0.463,,,,,38.6,989.6,245.0,5.8,2.0,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15210OSW2,7/29/2015,10:45,S,O,11.3,5.4,0.0,,28.69,114.50,8.79,8.720,0.457,,,,,31.4,986.8,267.0,6.5,5.0,W/NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15217OSW2,8/5/2015,10:55,S,S,10.2,5.8,0.0,,26.36,98.10,7.88,8.700,0.461,,,,,30.8,990.7,233.0,2.1,2.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15231OSW2,8/19/2015,10:35,S,S,10.9,7.6,0.0,,26.48,97.70,7.95,8.900,0.443,,,,,27.4,979.5,329.0,1.5,0.7,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,15245OSW2,9/2/2015,10:41,S,S,10.2,9.6,0.0,,26.10,110.10,8.92,,,,,,,32.7,992.4,220.0,4.2,2.5,SW,,,,,,,,,,,,,,,,,,,"D.O. reader consricts reading to 14m, and only does WT, DO(mg/l), DO(%sat)",,,,,,,
Oswego,Open,16146OSW2,5/25/2016,11:00,S,S,10.8,6.6,0.0,,21.37,133.4,11.95,8.640,0.479,,,,,27.2,986.8,220,10.0,7.0,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16160OSW2,6/8/2016,11:00,O,S,11.4,9.6,0.0,,21.94,103.2,9.11,8.460,0.478,,,,,27.6,984.9,238,6.7,5.6,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16167OSW2,6/15/2016,11:05,R,S,10.8,6.4,0.0,,24.37,113.8,9.67,8.560,0.449,,,,,25.3,978.2,295,7.4,5.3,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16174OSW2,6/22/2016,11:15,S,O,11.0,6.0,0.0,,25.71,107.6,8.80,8.390,0.408,,,,,36.5,983.8,247,2.2,0.1,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16181OSW2,6/29/2016,11:05,S,S,11.1,5.5,0.0,,24.99,79.2,6.56,8.620,0.435,,,,,28.8,989.0,203,6.3,5.3,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16195OSW2,7/13/2016,11:20,S,S,11.0,5.0,0.0,,27.59,123.2,9.76,8.420,0.424,,,,,29.6,984.1,244,7.3,6.2,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16202OSW2,7/20/2016,10:30,S,S,11.2,3.9,0.0,,27.31,115.6,9.23,8.460,0.411,,,,,28.0,992.6,172,4.5,1.8,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16209OSW2,7/27/2016,10:40,S,S,10.9,5.9,0.0,,29.53,117.5,9.10,8.430,0.398,,,,,37.1,986.6,313,2.4,1.7,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16216OSW2,8/3/2016,10:50,S,S,10.8,5.7,0.0,,28.86,122.3,9.42,8.080,0.416,,,,,30.4,988.2,299,1.9,1.1,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16223OSW2,8/10/2016,10:40,S,S,10.9,8.2,0.0,,28.03,109.6,8.57,8.770,0.405,,,,,40.3,990.5,280,2.7,1.9,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16230OSW2,8/17/2016,10:40,O,S,11.0,8.6,0.0,,26.76,95.2,7.67,8.710,0.399,,,,,29.9,988.9,292,2.6,1.5,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16237OSW2,8/24/2016,11:30,S,O,11.0,10.4,0.0,,25.53,99.4,8.15,8.910,0.407,,,,,25.1,987.1,308,6.9,3.6,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Oswego,Open,16245OSW2,9/1/2016,13:00,ST,O,11.0,10.0,0.0,,26.07,104.0,8.40,8.280,0.414,,,,,29.1,989.7,296,9.3,8.2,N,,,,,,,,,,,,,,,,,,,,,,,,,,
