Lake Name,Site type,ID #,Date,Time,PW,W,TotalDepth(m),SecchiDepth,Depth(m),Epi/Hypo,WaterTemp(CelS),DO(% sat),DO(mg/l),pH,Con (mS/cm),MC ID,AC ID,Nutrient ID,Layer,AT (°C),Bar P (mbar),Alt (m),Max WS (m/h),Avg WS (m/h),Wind Direction,Chloro 1 Fluorosense,Chloro  2 Fluorosense,Phyco 1  Fluorosense,Phyco 2 Fluorosense,MC (ppb),NH3,Cl,SO4,NO2,NO3,SiO2,SRP,TP,TKN,TN,COND,SS,F,Notes,Quanta #,Weather Meter #,Fluorometer #,Aquafluor #,Van Dorn #,,
Dewart,Open,13192DEW2,7/11/2013,9:00,ST,C/S,21.0,,0.0,,25.11,94.30,7.60,8.550,0.312,,,,,23.6,986.1,262.3,6.4,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,13206DEW2,7/25/2013,9:20,C/S,C/S,24.0,8.9,0.0,,26.27,99.00,7.83,8.820,0.299,,,,,22.2,987.4,262.3,5.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,13220DEW2,8/8/2013,9:10,O,C/S,21.6,9.8,0.0,,23.92,105.90,8.62,8.560,0.308,,,,,21.2,983.0,262.3,6.7,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,13229DEW2,8/17/2013,9:20,C/S,C/S,22.2,10.1,0.0,,23.77,95.90,7.85,8.640,0.304,,,,,19.9,989.6,262.3,2.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,13249DEW2,9/6/2013,13:15,C/S,C/S,21.4,7.2,0.0,,24.68,91.70,7.39,8.660,0.302,,,,,26.0,991.4,262.3,4.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,15148DEW2,5/28/2015,13:10,ST,C/S,22.0,7.5,0.0,,21.41,113.40,10.17,8.650,0.349,,,,,24.3,994.1,205.0,8.1,6.5,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,15153DEW2,6/2/2015,9:06,O,S,19.0,10.0,0.0,,20.20,102.60,9.14,,,,,,,16.1,992.3,221.0,4.2,1.3,,,,,,,,,,,,,,,,,,,,used old DO reader instead of quanta meter.,,,,,,,
Dewart,Open,15160DEW2,6/9/2015,9:06,O,S,22.8,6.0,0.0,,21.70,94.20,8.49,6.830,0.338,,,,,18.0,980.3,322.0,3.3,1.8,W ,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,15167DEW2,6/16/2015,9:01,R,O,24.9,7.6,0.0,,24.74,102.50,8.58,7.050,0.323,,,,,21.6,988.3,253.0,3.3,2.4,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,15174DEW2,6/23/2015,9:01,O,S,21.1,9.8,0.0,,24.61,98.80,8.22,8.650,0.323,,,,,20.8,984.4,287.0,9.5,4.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,15181DEW2,6/30/2015,10:04,O,R,23.1,9.2,0.0,,22.27,87.50,7.66,8.670,0.323,,,,,16.9,979.2,331.0,0.7,0.0,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,15190DEW2,7/9/2015,9:00,R,C/S,24.0,7.5,0.0,,22.80,102.00,8.82,8.990,0.317,,,,,19.0,981.9,308.0,4.5,3.0,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,15202DEW2,7/21/2015,9:20,S,S,25.4,6.5,0.0,,25.90,114.60,9.43,8.900,0.308,,,,,21.3,980.3,321.0,7.6,5.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,15209DEW2,7/28/2015,9:15,C/S,C/S,24.0,7.0,0.0,,27.36,116.80,9.25,9.030,0.303,,,,,27.7,987.3,263.0,5.9,4.5,SE,,,,,,,,,,,,,,,,,,,time estimated; not recorded. total depth not recorded; assumed to be 1 meter below lowest depth reading.,,,,,,,
Dewart,Open,15216DEW2,8/4/2015,9:09,S,S,24.5,6.8,0.0,,26.11,94.10,7.63,8.930,0.308,,,,,20.4,984.5,286.0,4.0,2.5,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,15230DEW2,8/18/2015,9:15,S,S,23.2,8.4,0.0,,26.45,92.90,7.48,9.000,0.314,,,,,22.3,984.2,289.0,9.5,8.1,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,15244DEW2,9/1/2015,9:04,O,S,24.4,10.2,0.0,,25.30,94.70,7.77,,,,,,,23.8,989.7,242.0,3.5,1.5,S,,,,,,,,,,,,,,,,,,,"Quanta is being serviced, used; YSI D.O. reader",,,,,,,
Dewart,Open,16145DEW2,5/24/2016,9:10,S,S,24.1,16.4,0.0,,19.57,126.1,11.69,8.720,0.359,,,,,19.9,985.0,237,6.4,5.6,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16159DEW2,6/7/2016,9:05,S,S,25.1,6.5,0.0,,22.43,101.5,8.89,8.630,0.355,,,,,15.6,976.3,310,14.0,9.3,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16166DEW2,6/14/2016,9:30,S,R,24.1,7.6,0.0,,24.03,104.8,8.55,8.670,0.336,,,,,18.3,982.2,260,8.0,6.8,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16173DEW2,6/21/2016,8:55,ST,S,24.0,7.5,0.0,,25.03,95.1,7.87,8.500,0.305,,,,,20.9,983.2,252,8.1,5.6,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16180DEW2,6/28/2016,9:00,S,S,24.3,7.7,0.0,,26.47,86.6,7.08,8.780,0.324,,,,,20.1,986.5,225,8.8,7.2,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16194DEW2,7/12/2016,9:30,S,S,22,11,0.0,,26.54,115.8,9.34,8.560,0.321,,,,,25.8,981.5,269,7.7,5.9,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16201DEW2,7/19/2016,9:20,O,S,24.6,8.4,0.0,,25.85,93.5,7.66,8.580,0.320,,,,,24.3,992.2,176,3.7,2.8,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16208DEW2,7/26/2016,9:20,S,S,25.0,10.5,0.0,,28.37,106.6,8.29,8.550,0.306,,,,,25.7,985.9,229,5.0,4.1,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16215DEW2,8/2/2016,9:00,S,S,23.0,9.5,0.0,,28.05,104.4,8.18,8.580,0.299,,,,,28.2,987.3,305,1.1,1.0,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16222DEW2,8/9/2016,9:00,S,S,23.4,10.6,0.0,,27.10,97.1,7.75,8.730,0.302,,,,,24.4,984.8,328,4.6,4.1,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16229DEW2,8/16/2016,9:17,R,O,25.3,9.4,0.0,,26.10,82.3,6.65,8.630,0.305,,,,,21.8,983.5,348,10.5,5.5,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16236DEW2,8/23/2016,10:50,S,S,21.4,8.4,0.0,,25.44,96.4,7.95,9.020,0.310,,,,,27.1,992.5,256,10.0,8.2,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16246DEW2,9/2/2016,10:55,O,S,18.1,9.5,0.0,,24.93,96.6,8.02,8.420,0.308,,,,,20.8,991.9,278,10.5,7.1,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,16250DEW2,9/6/2016,8:40,S,S,23.0,8.2,0.0,,24.93,99.8,8.25,8.440,0.307,,,,,24.0,987.3,217,5.1,4.5,S,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,17157DEW2,6/6/2017,9:45,S,S,25.1,14.0,0.0,,23.09,103.9,8.93,8.670,0.328,,,,,20.8,1015.5,130.45,13.5,1.1,N,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,17167DEW2,6/16/2017,11:50,S,S,24.6,10.3,0.0,,26.77,110.6,8.96,8.980,0.326,,,,,29.7,1010.1,175.26,3.1,0.9,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,17171DEW2,6/20/2017,9:15,R,S,24.5,8.0,0.0,,24.17,92.0,7.74,9.100,0.324,,,,,20.3,1015.3,132.8928,10.4,4.7,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,17178DEW2,6/27/2017,9:16,S,S,25.3,6.3,0.0,,22.23,88.7,7.75,9.200,0.329,,,,,19.6,1020.0,92.6592,3.1,0.8,W,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,17192DEW2,7/11/2017,9:10,O,O,20.6,7.7,0.0,,25.22,76.3,6.29,9.490,0.326,,,,,27.4,1011.5,163.9824,1.0,0.7,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,17199DEW2,7/18/2017,9:00,S,S,24.2,12.4,0.0,,26.30,72.8,5.90,9.720,0.323,,,,,27.7,1017.8,111.5568,1.3,0.7,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,17206DEW2,7/25/2017,9:10,S,S,25.4,11.2,0.0,,26.70,64.0,5.12,9.830,0.317,,,,,23.1,1022.8,71.0184,6.2,3.4,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,17213DEW2,8/1/2017,9:07,S,S,25.6,11.0,0.0,,26.67,107.2,8.63,8.430,0.306,,,,,23.6,1019.8,94.7928,3.2,0.7,E,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,17220DEW2,8/8/2017,9:06,S,S,23.6,9.3,0.0,,23.55,91.0,7.77,8.410,0.305,,,,,24.0,1021.4,82.6008,0.0,0.0,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,19155DEW2,6/4/2019,14:00,S,O,25.0,10.2,0.0,,21.80,112.6,9.87,8.660,0.339,,,,,,25.4,1016.50,789,3.9,3.7,SW,4,4,2,,,,,,,,,,,,,,,,Pro1,2,1,,,,
Dewart,Open,19162DEW2,6/11/2019,13:50,O,S,25.2,9.3,0.0,,22.20,104.5,9.02,8.600,0.335,,,,,,25.9,1022.20,619,7.9,1.0,SW,3,3,3,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,19169DEW2,6/18/2019,14:50,O,O,18.4,8.2,0.0,,22.30,130.2,13.30,8.690,0.326,,,,,,27.5,1013.70,866,3.2,1.7,none,6,6,5,,,,,,,,,,,,,,,"large algae bloom by shore, visibly can identify  BG algae, boat owner said they sprayed for weeds recently",,,,,,,
Dewart,Open,19176DEW2,6/25/2019,13:57,O,S,22.0,3.6,0.0,,23.70,113.9,9.63,8.720,0.319,,,,,,26.2,1014.30,842,16.0,8.5,SW,2,2,5,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,19190DEW2,7/9/2019,13:36,S,S,25.6,6.6,0.0,,28.4,111.6,8.66,8.630,0.312,,,,,,26.9,1018.0,748,8.0,4.5,SE,4,4,7,,,,,,,,,,,,,,,"July 5 planktonic algae ""essentially disappeared"" from water column. Clarity improved greatly. ",Pro1,2,1,,,,
Dewart,Open,19197DEW2,7/16/2019,13:30,S,S,24.0,7.3,0.0,,28.9,118.0,9.10,8.810,0.309,,,,,,24.2,1015.0,831,8.8,7.2,SW,4,4,3,,,,,,,,,,,,,,,,Pro1,2,1,,,,
Dewart,Open,19204DEW2,7/23/2019,13:45,O,S,24.0,8.4,0.0,,27.4,100.2,7.92,8.730,0.310,,,,,,26.9,1019.2,720,5.8,1.2,NW,5,5,7,,,,,,,,,,,,,,,top side van dorn doesn't close,Pro1,2,1C 1P,,,,
Dewart,Open,19211DEW2,7/30/2019,13:53,R,S,24.6,6.6,0.0,,27.50,108.9,8.59,8.840,0.310,,,,,,28.9,1016.50,790,4.0,2.6,SW,6,6,4,,,,,,,,,,,,,,,,Pro1,2,1C1P,,,,
Dewart,Open,19218DEW2,8/6/2019,14:00,S,R,23.8,7.7,0.0,,27.3,114.9,9.10,8.560,0.309,,,,,,24.3,1010.9,942,7.5,3.8,NW,6,6,3,,,,,,,,,,,,,,,,PRO1,2,1C1P,,,,
Dewart,Open,21152DEW2,6/1/2021,16:10,O,S,25,10.5,0.0,,21.1,114.1,10.13,8.53,0.347,,,,,29.7,991.5,609,2.6,1.2,NE,5,5,3,3,,,,,,,,,,,,,,,,1,2,1,,1V,,
Dewart,open,21159DEW2,6/8/2021,17:23,R,S,23.1,11.5,0.0,,25.5,120.8,9.86,8.47,0.337,,,,,31.5,985.9,764,3.9,3.5,SW,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,
Dewart,open,21166DEW2,6/15/2021,12:28,S,S,22.7,11.4,0.0,,25.8,106.5,8.7,8.610,0.332,,,,,24.7,987.6,725,12.8,8,NW,3,3,2,2,,,,,,,,,,,,,,,,1,2,1,,1V,,
Dewart,open,21173DEW2,6/22/2021,12:46,R,S,23.0,8.8,0.0,,24.2,101.9,8.6,8.580,0.316,,,,,20.6,986.4,745,8,5.2,W,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,21181DEW2,6/30/2021,8:48,R,O,18.6,9,0.0,,26.1,113.7,9.20,8.62,0.311,,,,,24.4,988.7,667,2.8,1.7,SW,7,7,5,5,,,,,,,,,,,,,,,,,,,,,,
Dewart,open,21188DEW2,7/7/2021,9:04,S,S,24.2,10.0,0.0,,27.3,115.0,9.11,8.55,0.312,,,,,28.8,985.1,787,4,3.4,SW,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,
Dewart,open,21195DEW2,7/14/2021,8:57,R,S,21.7,10.6,0.0,,24.1,93.4,7.86,0.309,8.25,,,,,21.9,990.9,602,4.2,1.8,SW,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,
Dewart,Open,21202DEW2,7/21/2021,8:54,S,O,20.1,11.4,0.0,,25.8,111.5,9.08,0.304,8.44,,,,,20.4,989.6,642,4.4,3.9,NE,5,5,9,9,,,,,,,,,,,,,,,,1,2,1,,4V,,
Dewart,Open,21209DEW2,7/28/2021,8:57,S,S,20.9,9.3,0.0,,27.9,116.9,9.17,0.304,8.50,,,,,25,988.2,706,3.0,1.8,E,5,5,7,7,,,,,,,,,,,,,,,,1,1,2,,4V,,
Dewart,Open,21216DEW2,8/4/2021,8:49,S,S,24.1,10.2,0.0,,26.0,103.9,8.42,0.310,8.41,,,,,22.6,990.4,630,0,0,NA,6,6,10,10,,,,,,,,,,,,,,,,1,1,2,,4V,,
Dewart,Open,21223DEW2,8/11/2021,8:58,R,S,22.0,8.4,0.0,,26.7,97.8,7.83,0.304,8.40,,,,,24.7,982.9,845,5.0,3.0,SW,8,8,12,12,,,,,,,,,,,,,,,,1,1,2,,4V,,
James,Open,10228JAM2,8/16/2010,12:20,C/S,C/S,18.3,4.4,0.0,,27.80,98.50,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,10266JAM2,9/23/2010,12:03,"R, O",C/S,,4.7,0.0,,21.70,111.00,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,11140JAM2,5/20/2011,15:08,O,C/S,18.9,,0.0,,19.60,111.50,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/7/21 AD: SD readings omitted due to inconsistent units that couldn't be determined after the fact.,,,,,,,
James,Open,11165JAM2,6/14/2011,13:50,C/S,C/S,12,3.3,0.0,,24.50,118.20,9.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,11194JAM2,7/13/2011,9:20,C/S,C/S,20,7.0,0.0,,27.70,100.60,7.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,11229JAM2,8/17/2011,12:15,C/S,C/S,24.0,3.7,0.0,,26.10,116.20,9.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,11256JAM2,9/13/2011,,C/S,C/S,21.0,7.9,0.0,,22.30,109.30,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missing time, but taken in the afternoon",,,,,,,
James,Open,12143JAM2,5/22/2012,10:30,S,C/S,16.0,9.0,0.0,,21.30,112.60,10.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,12158JAM2,6/6/2012,8:20,C/S,C/S,19.0,8.0,0.0,,20.50,110.50,9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,12171JAM2,6/19/2012,12:20,C/S,C/S,21.0,5.0,0.0,,25.70,109.60,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,12185JAM2,7/3/2012,8:30,C/S,C/S,17.0,4.7,0.0,,28.30,110.20,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,12199JAM2,7/17/2012,12:00,C/S,C/S,17.0,4.1,0.0,,28.80,108.80,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,12212JAM2,7/30/2012,16:20,C/S,C/S,16.0,4.3,0.0,,29.10,120.30,9.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,12220JAM2,8/7/2012,8:00,R,C/S,17.0,5.1,0.0,,27.10,113.70,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,12244JAM2,8/31/2012,9:45,C/S,C/S,21.0,6.1,0.0,,25.50,114.40,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,12255JAM2,9/11/2012,9:30,C/S,C/S,21.0,7.6,0.0,,23.10,83.90,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,13134JAM2,5/14/2013,9:40,C/S,C/S,18.9,5.7,0.0,,15.52,93.40,9.01,8.640,0.491,,,,,15.5,980.3,277.0,19.6,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,13148JAM2,5/28/2013,9:15,ST,O,19.1,8.8,0.0,,18.19,94.90,8.66,8.300,0.481,,,,,19.5,980.8,252.1,7.7,6.8,,,,,,,,,,,,,,,,,,,,"Circulator clogged frequently, so meter was moved up and down to ensure flow.",,,,,,,
James,Open,13162JAM2,6/11/2013,9:15,R,C/S,19.1,5.2,0.0,,22.96,103.20,8.58,8.340,0.452,,,,,23.4,983.1,252.1,6.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,13176JAM2,6/25/2013,9:10,ST,O,18.7,4.6,0.0,,26.00,106.90,8.38,8.480,0.452,,,,,23.3,984.3,252.1,6.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,13190JAM2,7/9/2013,9:15,R,C/S,18.8,4.9,0.0,,25.55,98.00,7.83,8.230,0.458,,,,,26.2,985.8,252.1,6.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,13204JAM2,7/23/2013,9:00,R,C/S,18.0,3.3,0.0,,28.27,93.90,7.14,8.470,0.449,,,,,25.1,977.7,252.1,8.2,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,13218JAM2,8/6/2013,9:25,R,O,18.7,4.3,0.0,,23.04,103.90,8.60,8.350,0.449,,,,,22.5,982.8,252.1,4.8,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,13227JAM2,8/15/2013,9:25,R,O,18.6,5.0,0.0,,25.12,98.30,7.83,8.280,0.442,,,,,17.2,984.3,252.1,16.2,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,13246JAM2,9/3/2013,8:30,C/S,O,17.6,3.1,0.0,,25.23,84.20,6.73,8.230,0.450,,,,,15.2,985.5,252.1,4.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,14176JAM2,6/25/2014,11:30,S,S,,3.5,0.0,,26.71,124.00,9.64,8.460,0.404,,,,,31.6,982.8,,4.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,14202JAM2,7/21/2014,9:32,C/S,C/S,16.0,4.2,0.0,,25.48,114.50,9.14,8.510,,,,,,29.3,987.1,,1.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,14240JAM2,8/28/2014,15:37,C/S,C/S,16.0,5.9,0.0,,26.93,108.40,8.49,8.850,0.404,,,,,27.0,985.4,,2.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,15147JAM2,5/27/2015,9:35,O,C/S,18.0,11.6,0.0,,20.01,104.60,9.69,8.340,0.489,,,,,22.8,986.1,273.0,13.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,15155JAM2,6/4/2015,10:25,O,C/S,19.0,20.0,0.0,,21.86,99.20,8.84,6.740,0.471,,,,,26.6,989.3,245.0,2.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,15161JAM2,6/10/2015,9:00,S,O,19.4,11.3,0.0,,22.03,91.50,8.06,6.600,0.479,,,,,21.9,980.0,325.0,8.1,6.7,S/SW,,,,,,,,,,,,,,,,,,,Circulator not on,,,,,,,
James,Open,15168JAM2,6/17/2015,9:34,O,R,19.1,8.9,0.0,,24.96,104.20,8.71,6.840,0.468,,,,,20.8,988.4,253.0,0.5,0.7,E,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,15175JAM2,6/24/2015,9:15,S,O,17.6,10.8,0.0,,24.98,97.80,8.10,8.400,0.471,,,,,21.2,992.9,215.0,0.6,0.1,S,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,15182JAM2,7/1/2015,11:55,O,S,18.8,8.6,0.0,,22.49,96.80,8.46,8.560,0.472,,,,,24.2,986.3,268.0,8.0,4.0,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,15189JAM2,7/8/2015,9:30,O,O,19.0,8.1,0.0,,23.34,93.30,8.00,8.620,0.467,,,,,17.7,989.9,240.0,5.3,1.5,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,15203JAM2,7/22/2015,9:46,S,S,15.5,4.7,0.0,,25.64,114.00,9.27,8.510,0.453,,,,,25.1,987.0,265.0,1.8,0.6,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,15210JAM2,7/29/2015,9:30,S,O,19.0,5.5,0.0,,28.23,106.20,8.24,8.510,0.462,,,,,28.8,986.1,273.0,1.7,0.8,E/SE,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,15217JAM2,8/5/2015,9:28,S,S,18.8,5.1,0.0,,25.94,102.10,8.30,8.650,0.465,,,,,23.4,989.2,246.0,0.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,15231JAM2,8/19/2015,9:11,S,S,18.2,6.8,0.0,,26.30,93.10,7.54,8.820,0.472,,,,,28.5,979.3,330.0,8.3,6.6,SW,,,,,,,,,,,,,,,,,,,Nutrient sample .taken from 0m depth instead of 1m depth,,,,,,,
James,Open,15245JAM2,9/2/2015,9:35,S,S,17.5,5.6,0.0,,25.80,108.10,8.77,,,,,,,26.6,990.8,234.0,3.8,1.8,SW,,,,,,,,,,,,,,,,,,,"DO meter constricts reading to 14m and WT, DO(mg/L), and DO (%).",,,,,,,
James,Open,16146JAM2,5/25/2016,9:25,S,S,19.6,10.5,0.0,,20.66,124.7,11.22,8.610,0.489,,,,,23.4,987.1,220,9.2,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16160JAM2,6/8/2016,9:18,O,S,18.7,10.0,0.0,,21.73,101.3,9.01,8.520,0.496,,,,,19.2,984.4,242,5.0,4.4,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16167JAM2,6/15/2016,9:36,R,R,19.8,6.1,0.0,,23.58,105.8,8.94,8.630,0.466,,,,,23.4,978.5,293,9.4,6.2,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16174JAM2,6/22/2016,,S,O,18.2,4.3,0.0,,25.45,108.2,8.89,8.410,0.423,,,,,21.5,982.9,256,1.8,0.4,W,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16181JAM2,6/29/2016,9:20,S,S,16.2,6.0,0.0,,24.94,81.0,6.85,8.680,0.444,,,,,21.0,988.9,205,3.6,2.6,NW,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16195JAM2,7/13/2016,9:20,S,O,17.5,3.4,0.0,,26.96,116.5,9.38,8.530,0.444,,,,,25.4,984.9,242,3.1,1.8,S,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16202JAM2,7/20/2016,9:20,S,S,19.0,3.5,0.0,,26.79,112.0,8.88,8.410,0.435,,,,,25.9,992.6,173,3.0,2.2,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16209JAM2,7/27/2016,9:20,S,S,18.6,4.5,0.0,,28.87,107.9,8.32,8.420,0.433,,,,,24.4,985.6,320,0.5,0.0,E,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16216JAM2,8/3/2016,9:12,S,S,19.2,4.0,0.0,,28.46,114.1,8.84,8.030,0.451,,,,,26.0,987.3,306,3.4,2.4,NE,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16223JAM2,8/10/2016,9:21,S,S,18.7,5.5,0.0,,27.75,103.9,8.28,8.570,0.439,,,,,24.7,987.9,301,1.2,0.0,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16230JAM2,8/17/2016,9:24,O,O,19.1,8.6,0.0,,26.46,94.5,7.72,8.630,0.440,,,,,22.1,988.7,295,4.0,2.0,SW,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16237JAM2,8/24/2016,9:10,S,O,18.7,7.2,0.0,,25.09,95.8,7.89,8.770,0.447,,,,,22.1,987.4,306,11.7,8.0,S/SW,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16245JAM2,9/1/2016,11:25,ST,S,18.0,8.9,0.0,,26.02,108.1,8.77,8.360,0.444,,,,,20.9,988.8,303,10.7,8.3,N,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,16251JAM2,9/7/2016,9:15,S,S,19.1,6.8,0.0,,25.76,101.6,8.26,8.300,0.442,,,,,26.1,987.6,217,6.8,6.7,S,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,17158JAM2,6/7/2017,9:30,S,S,19.2,10.5,0.0,,22.54,92.8,8.06,8.240,0.458,,,,,18.1,1020.3,91.4,14.9,6.9,N,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,17165JAM2,6/14/2017,11:24,S,O,19.0,9.4,0.0,,26.33,99.5,8.15,8.440,0.465,,,,,25.8,1016.1,124.3584,1.6,0.5,SE,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,17172JAM2,6/21/2017,9:20,S,S,18.6,7.8,0.0,,24.21,85.7,7.16,8.750,0.468,,,,,21.6,1016.1,124.3584,4.9,0.7,E,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,17179JAM2,6/28/2017,9:25,S,S,19.1,9.5,0.0,,22.37,84.5,7.39,8.920,0.470,,,,,23.7,1019.3,97.536,8.9,7.1,W,,,,,,,,,,,,,,,,,,,,,,,,,,
James,Open,17193JAM2,7/12/2017,9:45,O,O,19.0,6.6,0.0,,25.45,75.2,6.16,9.320,0.467,,,,,26.5,1016.1,124.3584,3.7,1.9,S,,,,,,,,,,,,,,,,,,,,,,,,,,
